-6.1276597e-01,8.4560210e+00,3.5341410e+00,-3.0181906e-01,8.8705180e+00,4.1704000e+00,1.2360396e-01,6.7810740e-02,-1.6911073e-02,-3.1094694e-01,-4.1449618e-01,-6.3625910e-01,-3.2321915e+01,-4.4090822e-01,-1.6977066e+01,4.6073640e-01,-2.7402660e-01,-4.5594250e-01,7.1045613e-01
-5.5530520e-01,8.1747030e+00,4.0788217e+00,-3.6900634e-01,8.8621380e+00,4.1828200e+00,-1.3845108e-01,1.6368453e-01,1.7177388e-02,-2.1996727e-02,-3.4012628e-01,-1.2988544e-01,-3.1661537e+01,-1.8450103e+00,-1.7472475e+01,4.6285668e-01,-2.6925436e-01,-4.5466268e-01,7.1172154e-01
-2.4645314e-01,8.4739780e+00,4.3625350e+00,-3.7933132e-01,8.7942020e+00,4.3228807e+00,-1.3632056e-01,5.9288625e-02,2.6764770e-02,1.3287820e-01,-3.2022446e-01,3.9653964e-02,-3.2218940e+01,-1.6678929e+00,-1.7884298e+01,4.5845570e-01,-2.6346067e-01,-4.5422320e-01,7.1699930e-01
-4.6671970e-01,8.4751750e+00,4.3254247e+00,-3.7259763e-01,8.7343470e+00,4.4430400e+00,-1.3312477e-01,-6.4282050e-02,-1.0519486e-02,-9.4122050e-02,-2.5917232e-01,-1.1761516e-01,-3.2097740e+01,-1.1840271e+00,-1.7943375e+01,4.5297757e-01,-2.6129934e-01,-4.5698416e-01,7.1951350e-01
-5.1580083e-01,8.2130100e+00,4.4618940e+00,-3.6436757e-01,8.6741920e+00,4.5600560e+00,-1.3205950e-01,-2.5932532e-02,-1.9973707e-03,-1.5143326e-01,-4.6118310e-01,-9.8162270e-02,-3.1980728e+01,-8.4725410e-01,-1.9075602e+01,4.4784060e-01,-2.5872326e-01,-4.5885170e-01,7.2246534e-01
-3.6736032e-01,8.0621750e+00,4.6270943e+00,-3.5688570e-01,8.6191260e+00,4.6640544e+00,-1.4271215e-01,-4.7237820e-02,1.8242653e-02,-1.0474633e-02,-5.5695117e-01,-3.6960490e-02,-3.2161495e+01,-6.5945940e-01,-1.8776249e+01,4.4342540e-01,-2.5606865e-01,-4.5994260e-01,7.2543490e-01
-2.2131401e-01,8.4416560e+00,4.7575780e+00,-3.9624038e-01,8.5694470e+00,4.7512930e+00,-3.1924643e-02,5.2897036e-02,-3.2890040e-02,1.7492636e-01,-1.2779051e-01,6.2847794e-03,-3.1822210e+01,-2.2228312e-01,-1.8129713e+01,4.4040847e-01,-2.5255740e-01,-4.6265003e-01,7.2678060e-01
-4.7150810e-01,8.3686320e+00,4.6701900e+00,-3.7229836e-01,8.5401170e+00,4.8059110e+00,-3.7250966e-02,-1.1008842e-01,1.3315806e-04,-9.9209730e-02,-1.7148470e-01,-1.3572131e-01,-3.2171850e+01,-6.2762760e-01,-1.8198868e+01,4.3674020e-01,-2.5341126e-01,-4.6528798e-01,7.2701290e-01
-7.5162970e-01,8.2596970e+00,4.2943000e+00,-3.3818100e-01,8.5054020e+00,4.8696566e+00,-8.8383660e-02,-7.2804170e-02,1.7177388e-02,-4.1344870e-01,-2.4570495e-01,-5.7535660e-01,-3.2476017e+01,-3.3954233e-01,-1.7886080e+01,4.3230850e-01,-2.5460345e-01,-4.6823964e-01,7.2735000e-01
-7.8395140e-01,8.3650420e+00,4.5037930e+00,-3.7798458e-01,8.4763720e+00,4.9169420e+00,-3.6185700e-02,7.9528645e-02,-2.3302660e-02,-4.0596682e-01,-1.1133038e-01,-4.1314942e-01,-3.1862827e+01,-1.1762577e+00,-1.6934313e+01,4.3104273e-01,-2.5199962e-01,-4.7017290e-01,7.2776100e-01
