7.1826050e-01,1.1613075e+01,-2.3080103e+00,2.9628247e-01,9.4787940e+00,-2.4965540e+00,7.2651035e-01,1.0961571e+00,-2.8762140e-02,4.2197806e-01,2.1342812e+00,1.8854338e-01,-2.9443703e+01,-5.3321460e+00,-3.0479753e+01,7.8549530e-01,1.0141892e-01,9.7062595e-02,6.0273570e-01
2.7389667e+00,1.0570400e+01,-1.5646108e+00,4.3873745e-01,9.4969010e+00,-2.4055740e+00,-2.5033715e-01,1.9068234e-01,-1.8429075e-01,2.3002293e+00,1.0735002e+00,8.4096336e-01,-2.6135240e+01,-5.9724020e+00,-3.1588720e+01,7.8030723e-01,1.1733955e-01,1.1928442e-01,6.0259700e-01
3.0154970e+00,8.9279785e+00,-1.1348516e+00,8.4410570e-01,9.5974570e+00,-1.8293197e+00,-6.0826600e-01,-2.3755397e-01,2.3542345e-01,2.1713912e+00,-6.6947865e-01,6.9446814e-01,-2.4324059e+01,-6.0418286e+00,-3.4029270e+01,7.6417667e-01,9.6450300e-02,1.3499531e-01,6.2330390e-01
1.6352397e+00,5.0852840e+00,-5.7221420e-01,1.0221745e+00,9.7053450e+00,-9.6501290e-01,-1.1132014e+00,-7.0627034e-01,4.4741105e-02,6.1306530e-01,-4.6200610e+00,3.9279872e-01,-2.5513716e+01,-4.4914060e+00,-3.5613876e+01,7.3843420e-01,6.2534220e-02,1.2642671e-01,6.5940934e-01
8.8346040e-01,8.5856080e+00,-1.0079589e+00,8.9258830e-01,9.7608610e+00,-3.1259295e-01,-5.1345750e-01,-8.1812310e-01,-2.0133498e-01,-9.1278940e-03,-1.1752537e+00,-6.9536597e-01,-2.6707226e+01,-2.4014337e+00,-3.4544060e+01,7.1751940e-01,3.3215150e-02,9.5338434e-02,6.8918306e-01
8.2599956e-01,1.3600263e+01,-9.6366620e-01,6.9521630e-01,9.7819600e+00,9.5768070e-03,-6.0293967e-01,-2.1731395e-01,-1.2037488e-01,1.3078327e-01,3.8183029e+00,-9.7324300e-01,-2.7793636e+01,2.1437748e-01,-3.3325880e+01,7.0641900e-01,2.1951096e-02,7.2055094e-02,7.0377433e-01
-3.5913025e-03,1.1802217e+01,1.8830396e+00,8.4260935e-01,9.7466460e+00,6.8025255e-01,-7.3396720e-01,5.9654810e-01,4.5167210e-01,-8.4620064e-01,2.0555718e+00,1.2027870e+00,-2.8953176e+01,1.6655673e+00,-3.2696415e+01,6.8168320e-01,2.4881545e-02,8.9516535e-02,7.2572420e-01
-1.2521675e+00,1.1225215e+01,2.7676970e+00,8.0924016e-01,9.7048970e+00,1.1525089e+00,-4.3249735e-01,6.6152920e-01,3.9414782e-02,-2.0614076e+00,1.5203180e+00,1.6151884e+00,-2.8454912e+01,2.6910715e+00,-3.2968540e+01,6.6304415e-01,4.0129647e-02,1.0700335e-01,7.3980564e-01
-3.6391866e-01,8.1845790e+00,1.6304513e+00,6.0124390e-01,9.6472860e+00,1.6543933e+00,-5.8589544e-02,5.1771850e-01,2.1092236e-01,-9.6516260e-01,-1.4627076e+00,-2.3942016e-02,-2.7776323e+01,4.9062970e+00,-3.5183090e+01,6.4062600e-01,7.2429870e-02,1.3296829e-01,7.5277590e-01
3.3518825e-02,7.1407065e+00,-3.8307227e-02,7.0808520e-01,9.6863410e+00,1.3572131e+00,5.1452273e-01,2.3435818e-01,2.1092236e-01,-6.7456630e-01,-2.5456350e+00,-1.3955203e+00,-2.6090880e+01,6.0627530e+00,-3.7193443e+01,6.5122010e-01,8.1900634e-02,1.4847028e-01,7.3970354e-01
